"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","oli","eag","lag","rid","gnl","gnn","odl","odn","cll","cln","phl","phn","idt","ids","rss","eag.1","lag.1","cxi","ein","lin","fml","fmn","rst","eid","idf"
"1:371","253559","occ","24661","Taeniopteris sp.","5","56180","Taeniopteris","5","56180","Rhaetian","Hettangian","208.5","199.3","6929;6929","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp.",NA,208.5,199.3,"2","135","134",NA,NA,NA,NA,NA
"1:372","253606","occ","24667","Taeniopteris tenuinervis","3","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6929;6929","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","tenuinervis",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:373","253618","occ","24668","Nilssonia compta cf.","3","157259","Nilsonia","5","169172","Kimmeridgian","Tithonian","157.3","145","6933;6933","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","compta","cf.",157.3,145,"41","125","124",NA,NA,NA,NA,NA
"1:374","253648","occ","24670","Nilssonia sp.",NA,"157259","Nilsonia","5","169172","Kimmeridgian","Tithonian","157.3","145","6934;6934","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp.",NA,157.3,145,"41","125","124",NA,NA,NA,NA,NA
"1:375","253665","occ","24672","Taeniopteris sp.","5","56180","Taeniopteris","5","56180","Ladinian","Norian","242","208.5","6929;6929","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp.",NA,242,208.5,"16","138","136",NA,NA,NA,NA,NA
"1:376","253738","occ","24678","Nilssonia macrophylla","3","157259","Nilsonia","5","169172","Middle Jurassic",NA,"174.1","163.5","6935;6935","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","macrophylla",NA,174.1,163.5,"42","42","42",NA,NA,NA,NA,NA
"1:377","253758","occ","24680","Dioonites pachyrhachis","3","407729","Dioonites","5","407729","Carnian",NA,"237","228","6929;6929","Dioonites","407729","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Dioonites","pachyrhachis",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:378","253878","occ","24683","Taeniopteris haidingeri","3","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6929;6929","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","haidingeri",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:379","253880","occ","24683","Taeniopteris parvula","3","450305","Nilsonia parvula","3","450306","Carnian",NA,"237","228","6929;6929","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","parvula",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:380","253890","occ","24683","Haitingeria krasseri","3","409170","Haitingeria krasseri","3","409170","Carnian",NA,"237","228","6929;6929","Haitingeria","409168","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Haitingeria","krasseri",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:381","253898","occ","24683","Androstrobus sp.","5","157258","Androstrobus","5","157258","Carnian",NA,"237","228","6929;6929","Androstrobus","157258","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Androstrobus","sp.",NA,237,228,"137","137","137","Beaniaceae","157240",NA,NA,NA
"1:382","253899","occ","24683","Beania sp.","5","118772","Beania","5","118772","Carnian",NA,"237","228","6929;6929","Beania","118772","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Beania","sp.",NA,237,228,"137","137","137","Beaniaceae","157240",NA,NA,NA
"1:383","253919","occ","24683","Nilssonia sturi","3","157259","Nilsonia","5","169172","Carnian",NA,"237","228","6929;6929","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sturi",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:384","253950","occ","24684","Taeniopteris sp.","5","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6929;6929","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp.",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:385","254212","occ","24693","Nilssonia sp.",NA,"157259","Nilsonia","5","169172","Ladinian",NA,"242","237","6939;6939","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp.",NA,242,237,"138","138","138",NA,NA,NA,NA,NA
"1:386","254410","occ","24699","Nilssonia spp.",NA,"157259","Nilsonia","5","169172","Ladinian",NA,"242","237","6938;6938","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","spp.",NA,242,237,"138","138","138",NA,NA,NA,NA,NA
"1:387","254430","occ","24700","Taeniopteris cf. sp.","5","56180","Taeniopteris","5","56180","Ladinian",NA,"242","237","6938;6938","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp.",NA,242,237,"138","138","138",NA,NA,"cf.",NA,NA
"1:388","254589","occ","24724","Pseudoctenis lanei","3","279032","Pseudoctenis","5","279032","Early Jurassic",NA,"201.3","174.1","6940;6940","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","lanei",NA,201.3,174.1,"43","43","43","Nilssoniaceae","168703",NA,NA,NA
"1:389","254593","occ","24724","Taeniopteris oaxacensis","3","56180","Taeniopteris","5","56180","Early Jurassic",NA,"201.3","174.1","6940;6940","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","oaxacensis",NA,201.3,174.1,"43","43","43",NA,NA,NA,NA,NA
"1:390","254598","occ","24724","Stangerites sp.","5","411172","Stangerites","5","411172","Early Jurassic",NA,"201.3","174.1","6940;6940","Stangerites","411172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Stangerites","sp.",NA,201.3,174.1,"43","43","43",NA,NA,NA,NA,NA
"1:391","254618","occ","24725","Pseudoctenis lanei","3","279032","Pseudoctenis","5","279032","Middle Jurassic",NA,"174.1","163.5","6940;6940","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","lanei",NA,174.1,163.5,"42","42","42","Nilssoniaceae","168703",NA,NA,NA
"1:392","254671","occ","24729","Pseudoctenis lanei","3","279032","Pseudoctenis","5","279032","Early Bajocian",NA,"171.6","168.4","6940;6940","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","lanei",NA,171.6,168.4,"42","130","129","Nilssoniaceae","168703",NA,NA,NA
"1:393","254677","occ","24729","Taeniopteris oaxacensis","3","56180","Taeniopteris","5","56180","Early Bajocian",NA,"171.6","168.4","6940;6940","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","oaxacensis",NA,171.6,168.4,"42","130","129",NA,NA,NA,NA,NA
"1:394","254733","occ","24735","Taeniopteris ambiqua","3","56180","Taeniopteris","5","56180","Early Triassic",NA,"252.17","247.2","6929;6929","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","ambiqua",NA,252.17,247.2,"46","46","46",NA,NA,NA,NA,NA
"1:395","254748","occ","24736","Sphenozamites sp.","5","56238","Sphenozamites","5","56238","Early Jurassic","Middle Jurassic","201.3","163.5","6940;6940","Sphenozamites","56238","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Sphenozamites","sp.",NA,201.3,163.5,"15","43","42","Cycadaceae","54571",NA,NA,NA
"1:396","255265","occ","24779","Ctenophyllum angustifolim ?","3","385191","Ctenophyllum","5","385191","Early Jurassic",NA,"201.3","174.1","6946;6946","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenophyllum","angustifolim","?",201.3,174.1,"43","43","43","Cycadaceae","54571",NA,NA,NA
"1:397","255266","occ","24779","Nilssonia polymorpha","3","157259","Nilsonia","5","169172","Early Jurassic",NA,"201.3","174.1","6946;6946","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","polymorpha",NA,201.3,174.1,"43","43","43",NA,NA,NA,NA,NA
"1:398","255307","occ","24783","Nilssonia brongniarti","3","157259","Nilsonia","5","169172","Late Jurassic","Early Cretaceous","163.5","100.5","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","brongniarti",NA,163.5,100.5,"2","41","40",NA,NA,NA,NA,NA
"1:399","255308","occ","24783","Nilssonia tenuicaulis cf.","3","157259","Nilsonia","5","169172","Late Jurassic","Early Cretaceous","163.5","100.5","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","tenuicaulis","cf.",163.5,100.5,"2","41","40",NA,NA,NA,NA,NA
"1:400","255382","occ","24786","Nilssonia nigracollensis","3","157259","Nilsonia","5","169172","Neocomian","Barremian","145","125","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","nigracollensis",NA,145,125,"40","123","120",NA,NA,NA,NA,NA
"1:401","255386","occ","24786","Taeniopteris canmorensis","3","56180","Taeniopteris","5","56180","Neocomian","Barremian","145","125","6947;6947","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","canmorensis",NA,145,125,"40","123","120",NA,NA,NA,NA,NA
"1:402","255389","occ","24786","Nilssonia schaumburgensis","3","157259","Nilsonia","5","169172","Neocomian","Barremian","145","125","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","schaumburgensis",NA,145,125,"40","123","120",NA,NA,NA,NA,NA
"1:403","255390","occ","24786","Pseudoctenis hazeltonensis","3","279032","Pseudoctenis","5","279032","Neocomian","Barremian","145","125","6947;6947","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","hazeltonensis",NA,145,125,"40","123","120","Nilssoniaceae","168703",NA,NA,NA
"1:404","255446","occ","24797","Nilssonia sp.",NA,"157259","Nilsonia","5","169172","Kimmeridgian","Tithonian","157.3","145","6933;6933","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp.",NA,157.3,145,"41","125","124",NA,NA,NA,NA,NA
"1:405","255566","occ","24812","Pterophyllum robustum cf.","3","448165","Ctenophyllum robustum","3","448166","Carnian",NA,"237","228","6929;6929","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pterophyllum","robustum","cf.",237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:406","255801","occ","24819","Androstrobus cycadiformis","3","157258","Androstrobus","5","157258","Ladinian",NA,"242","237","6929;6929","Androstrobus","157258","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Androstrobus","cycadiformis",NA,242,237,"138","138","138","Beaniaceae","157240",NA,NA,NA
"1:407","255818","occ","24821","Sphenozamites tener","3","405247","Apoldia tenera","3","405248","Ladinian",NA,"242","237","6929;6929","Apoldia","288229","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Sphenozamites","tener",NA,242,237,"138","138","138",NA,NA,NA,NA,NA
"1:408","255849","occ","24820","Pterophyllum robustum","3","448165","Ctenophyllum robustum","3","448166","Ladinian",NA,"242","237","6929;6929","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pterophyllum","robustum",NA,242,237,"138","138","138","Cycadaceae","54571",NA,NA,NA
"1:409","255853","occ","24820","Apoldia tenera","3","405248","Apoldia tenera","3","405248","Ladinian",NA,"242","237","6929;6929","Apoldia","288229","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Apoldia","tenera",NA,242,237,"138","138","138",NA,NA,NA,NA,NA
"1:410","255966","occ","24837","Nilssonia blasii","3","157259","Nilsonia","5","169172","Rhaetian",NA,"208.5","201.3","6929;6929","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","blasii",NA,208.5,201.3,"135","135","135",NA,NA,NA,NA,NA
"1:411","255967","occ","24837","Nilssonia linearis","3","157259","Nilsonia","5","169172","Rhaetian",NA,"208.5","201.3","6929;6929","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","linearis",NA,208.5,201.3,"135","135","135",NA,NA,NA,NA,NA
"1:412","255968","occ","24837","Nilssonia elongata","3","157259","Nilsonia","5","169172","Rhaetian",NA,"208.5","201.3","6929;6929","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","elongata",NA,208.5,201.3,"135","135","135",NA,NA,NA,NA,NA
"1:413","255973","occ","24837","Taeniopteris tenuinervis","3","56180","Taeniopteris","5","56180","Rhaetian",NA,"208.5","201.3","6929;6929","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","tenuinervis",NA,208.5,201.3,"135","135","135",NA,NA,NA,NA,NA
"1:414","255974","occ","24837","Taeniopteris vittata","3","404557","Taeniopteris vittata","3","404557","Rhaetian",NA,"208.5","201.3","6929;6929","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","vittata",NA,208.5,201.3,"135","135","135",NA,NA,NA,NA,NA
"1:415","255975","occ","24837","Taeniopteris muensteri","3","56180","Taeniopteris","5","56180","Rhaetian",NA,"208.5","201.3","6929;6929","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","muensteri",NA,208.5,201.3,"135","135","135",NA,NA,NA,NA,NA
"1:416","256045","occ","24847","Nilssonia nigracollensis","3","157259","Nilsonia","5","169172","Neocomian","Barremian","145","125","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","nigracollensis",NA,145,125,"40","123","120",NA,NA,NA,NA,NA
"1:417","256109","occ","24850","Nilssonia schaumburgensis","3","157259","Nilsonia","5","169172","Late Jurassic","Albian","163.5","100.5","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","schaumburgensis",NA,163.5,100.5,"2","41","40",NA,NA,NA,NA,NA
"1:418","256110","occ","24850","Nilssonia nigracollensis","3","157259","Nilsonia","5","169172","Late Jurassic","Albian","163.5","100.5","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","nigracollensis",NA,163.5,100.5,"2","41","40",NA,NA,NA,NA,NA
"1:419","256111","occ","24850","Nilssonia brongniarti","3","157259","Nilsonia","5","169172","Late Jurassic","Albian","163.5","100.5","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","brongniarti",NA,163.5,100.5,"2","41","40",NA,NA,NA,NA,NA
"1:420","256112","occ","24850","Nilssonia canadensis","3","157259","Nilsonia","5","169172","Late Jurassic","Albian","163.5","100.5","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","canadensis",NA,163.5,100.5,"2","41","40",NA,NA,NA,NA,NA
"1:421","256113","occ","24850","Pseudoctenis hazeltonensis","3","279032","Pseudoctenis","5","279032","Late Jurassic","Albian","163.5","100.5","6947;6947","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","hazeltonensis",NA,163.5,100.5,"2","41","40","Nilssoniaceae","168703",NA,NA,NA
"1:422","256145","occ","24855","Nilssonia schaumburgensis","3","157259","Nilsonia","5","169172","Neocomian","Barremian","145","125","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","schaumburgensis",NA,145,125,"40","123","120",NA,NA,NA,NA,NA
"1:423","256146","occ","24855","Nilssonia nigracollensis","3","157259","Nilsonia","5","169172","Neocomian","Barremian","145","125","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","nigracollensis",NA,145,125,"40","123","120",NA,NA,NA,NA,NA
"1:424","256147","occ","24855","Nilssonia tenuicaulis cf.","3","157259","Nilsonia","5","169172","Neocomian","Barremian","145","125","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","tenuicaulis","cf.",145,125,"40","123","120",NA,NA,NA,NA,NA
"1:425","256185","occ","24860","Nilssonia canadensis ?","3","157259","Nilsonia","5","169172","Aptian",NA,"125","113","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","canadensis","?",125,113,"119","119","119",NA,NA,NA,NA,NA
"1:426","256323","occ","24875","Taeniopteris sp.","5","56180","Taeniopteris","5","56180","Carnian","Norian","237","208.5","6929;6929","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp.",NA,237,208.5,"44","137","136",NA,NA,NA,NA,NA
"1:427","256498","occ","24884","Nilssonia sp.",NA,"157259","Nilsonia","5","169172","Neocomian","Aptian","145","113","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp.",NA,145,113,"40","123","119",NA,NA,NA,NA,NA
"1:428","256519","occ","24887","Nilssonia sp.",NA,"157259","Nilsonia","5","169172","Aptian",NA,"125","113","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp.",NA,125,113,"119","119","119",NA,NA,NA,NA,NA
"1:429","256520","occ","24887","Nilssonia canadensis n. sp.","3","157259","Nilsonia","5","169172","Aptian",NA,"125","113","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","canadensis","n. sp.",125,113,"119","119","119",NA,NA,NA,NA,NA
"1:430","256564","occ","24895","Nilssonia canadensis","3","157259","Nilsonia","5","169172","Albian",NA,"113","100.5","6947;6947","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","canadensis",NA,113,100.5,"118","118","118",NA,NA,NA,NA,NA
"1:431","258524","occ","25042","Taeniopteris ensis ex gr.","3","460762","Taeniopteris ensis","3","460762","Ladinian","Carnian","242","228","7022;7022","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","ensis","ex gr.",242,228,"16","138","137",NA,NA,NA,NA,NA
"1:432","258541","occ","25043","Taeniopteris kryshtofovichii","3","56180","Taeniopteris","5","56180","Ladinian","Carnian","242","228","7022;7022","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","kryshtofovichii",NA,242,228,"16","138","137",NA,NA,NA,NA,NA
"1:433","258542","occ","25043","Taeniopteris tenuinervis cf.","3","56180","Taeniopteris","5","56180","Ladinian","Carnian","242","228","7022;7022","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","tenuinervis","cf.",242,228,"16","138","137",NA,NA,NA,NA,NA
